graph_id,graph6,n,m,GADL,labeling
132,ETmw,6,10,NO,-
133,ETno,6,10,YES,"0:0,1:1,2:9,3:2,4:10,5:6"
134,ETnw,6,11,YES,"0:11,1:10,2:9,3:3,4:4,5:0"
135,ETzg,6,10,NO,-
136,ETzo,6,10,YES,"0:0,1:7,2:8,3:10,4:3,5:1"
137,ETzw,6,11,YES,"0:9,1:11,2:6,3:2,4:1,5:0"
138,ET~w,6,12,YES,"0:11,1:12,2:8,3:7,4:0,5:2"
139,EUZO,6,8,YES,"0:7,1:3,2:1,3:0,4:5,5:8"
140,EUZ_,6,8,YES,"0:8,1:5,2:7,3:2,4:3,5:0"
141,EUZo,6,9,YES,"0:9,1:5,2:7,3:8,4:1,5:0"
142,EUZw,6,10,YES,"0:10,1:7,2:9,3:2,4:3,5:0"
143,EUxo,6,9,YES,"0:0,1:2,2:9,3:7,4:8,5:5"
144,EUzW,6,10,YES,"0:6,1:10,2:9,3:1,4:2,5:0"
145,EUzo,6,10,YES,"0:0,1:9,2:10,3:7,4:1,5:4"
146,EUzw,6,11,YES,"0:2,1:7,2:11,3:10,4:6,5:0"
147,EU~w,6,12,YES,"0:11,1:12,2:10,3:9,4:0,5:4"
148,EV~w,6,13,YES,"0:9,1:13,2:12,3:0,4:2,5:8"
149,E]yw,6,11,YES,"0:9,1:0,2:11,3:10,4:6,5:2"
150,E]zg,6,11,NO,-
151,E]zo,6,11,NO,-
152,E]zw,6,12,NO,-
153,E]~o,6,12,NO,-
154,E]~w,6,13,NO,-
155,E^~w,6,14,NO,-
156,E~~w,6,15,NO,-
